filename,x1,y1,x2,y2,score,label
IMG-0001-0032,105,342,117,351,0.18331699999999998,0
IMG-0001-0033,105,342,116,352,0.549958,0
IMG-0003-0184,421,346,435,357,0.22536799999999999,0
IMG-0003-0185,422,346,434,357,0.4558,0
IMG-0003-0186,423,346,433,357,0.6703,0
IMG-0003-0187,423,346,433,356,0.813137,0
IMG-0003-0188,422,346,433,356,0.80711,0
IMG-0003-0189,422,346,433,356,0.825434,0
IMG-0004-0040,452,222,464,234,0.9796549999999999,0
IMG-0004-0041,453,222,465,236,0.989857,0
IMG-0005-0525,358,255,374,272,0.221387,0
IMG-0005-0526,358,254,375,272,0.12468699999999999,0
IMG-0005-0528,359,256,374,271,0.173676,0
IMG-0006-0101,312,370,335,390,0.754448,0
IMG-0007-0368,109,345,123,363,0.109966,0
IMG-0007-0369,107,345,127,362,0.15856699999999999,0
IMG-0007-0371,107,344,128,363,0.49660299999999996,0
IMG-0007-0372,105,345,128,363,0.820287,0
IMG-0008-0222,381,263,399,278,0.41847199999999996,0
IMG-0008-0223,381,264,397,278,0.557842,0
IMG-0009-0150,190,318,200,328,0.15420699999999998,0
IMG-0009-0151,191,318,201,326,0.8020339999999999,0
IMG-0009-0152,190,317,202,326,0.955212,0
IMG-0009-0153,189,317,203,327,0.9068309999999999,0
IMG-0009-0154,190,318,202,326,0.875258,0
IMG-0009-0155,192,319,202,326,0.7596529999999999,0
IMG-0009-0158,171,268,183,278,0.8577619999999999,0
IMG-0009-0159,171,268,183,279,0.922615,0
IMG-0009-0160,168,266,186,280,0.634632,0
IMG-0009-0161,170,267,184,280,0.797279,0
IMG-0009-0162,170,268,183,280,0.948191,0
IMG-0009-0163,169,268,182,279,0.8909739999999999,0
IMG-0010-0082,98,326,141,371,0.923032,0
IMG-0010-0083,97,325,141,373,0.821946,0
IMG-0010-0084,97,323,139,375,0.8518509999999999,0
IMG-0010-0085,97,320,140,377,0.8603919999999999,0
IMG-0010-0086,96,320,144,376,0.935429,0
IMG-0010-0087,96,323,143,375,0.929032,0
IMG-0010-0088,94,319,146,374,0.931029,0
IMG-0010-0089,92,309,149,377,0.976969,0
IMG-0010-0090,96,315,148,374,0.975881,0
IMG-0010-0091,92,313,146,371,0.973864,0
IMG-0010-0092,92,314,145,370,0.9658669999999999,0
IMG-0010-0093,95,317,145,367,0.9824539999999999,0
IMG-0010-0094,93,313,145,369,0.971644,0
IMG-0010-0095,94,313,148,370,0.982769,0
IMG-0010-0096,95,316,146,372,0.973085,0
IMG-0010-0097,94,316,146,374,0.933282,0
IMG-0011-0122,79,254,128,297,0.399132,0
IMG-0011-0123,77,252,134,296,0.24529099999999998,0
IMG-0012-0278,90,196,101,210,0.8442139999999999,0
IMG-0012-0279,89,197,101,210,0.973588,0
IMG-0012-0280,88,196,103,212,0.9719359999999999,0
IMG-0012-0281,87,194,103,213,0.9550329999999999,0
IMG-0012-0282,86,193,104,214,0.7701439999999999,0
IMG-0012-0282,181,380,192,390,0.548464,0
IMG-0012-0283,86,192,104,214,0.811031,0
IMG-0012-0283,439,378,447,387,0.598555,0
IMG-0012-0284,86,192,104,215,0.8910899999999999,0
IMG-0012-0284,437,377,447,386,0.23691199999999998,0
IMG-0012-0285,85,192,105,215,0.71015,0
IMG-0012-0285,38,289,50,299,0.193497,0
IMG-0012-0285,85,283,102,296,0.15500799999999998,0
IMG-0012-0286,86,192,105,215,0.902127,0
IMG-0012-0287,86,193,105,215,0.953221,0
IMG-0012-0287,35,288,47,301,0.333603,0
IMG-0012-0287,134,341,145,350,0.167246,0
IMG-0012-0288,85,193,105,215,0.867043,0
IMG-0012-0288,431,366,442,376,0.63017,0
IMG-0012-0289,88,194,106,214,0.630211,0
IMG-0012-0289,432,367,440,376,0.61954,0
IMG-0012-0290,88,194,105,213,0.817421,0
IMG-0012-0290,431,368,440,378,0.7154809999999999,0
IMG-0012-0291,89,194,105,213,0.640467,0
IMG-0012-0292,89,194,104,212,0.698456,0
IMG-0012-0293,458,269,472,283,0.873432,0
IMG-0012-0293,90,196,104,210,0.10278,0
IMG-0013-0183,105,357,120,368,0.82548,0
IMG-0013-0184,105,357,121,370,0.673565,0
IMG-0013-0185,104,357,118,370,0.807604,0
IMG-0013-0186,105,356,117,368,0.707028,0
IMG-0013-0187,107,357,119,367,0.727645,0
IMG-0014-0152,180,237,192,249,0.49010699999999996,0
IMG-0014-0153,174,236,188,248,0.790723,0
IMG-0014-0154,175,235,193,251,0.964946,0
IMG-0014-0155,174,233,196,253,0.984641,0
IMG-0014-0156,174,232,196,253,0.993042,0
IMG-0014-0157,174,231,196,254,0.9963599999999999,0
IMG-0014-0158,172,231,195,254,0.996027,0
IMG-0014-0159,171,232,194,254,0.997525,0
IMG-0014-0160,173,232,193,252,0.991636,0
IMG-0014-0161,173,232,193,252,0.995007,0
IMG-0014-0162,174,232,193,252,0.991582,0
IMG-0014-0163,175,232,192,251,0.9820789999999999,0
IMG-0014-0164,175,233,192,251,0.94646,0
IMG-0014-0165,176,233,192,251,0.898705,0
IMG-0015-0044,337,318,361,343,0.7881539999999999,0
IMG-0015-0045,338,321,358,344,0.8992439999999999,0
IMG-0015-0046,336,320,358,346,0.9891719999999999,0
IMG-0015-0060,372,198,402,233,0.996787,0
IMG-0015-0061,369,198,401,231,0.95114,0
IMG-0015-0062,369,206,402,232,0.943172,0
IMG-0015-0063,369,206,402,234,0.8066679999999999,0
IMG-0016-0096,306,329,318,341,0.667507,0
IMG-0016-0097,208,383,215,390,0.13693,0
IMG-0016-0105,159,353,167,363,0.824672,0
IMG-0016-0106,158,354,167,363,0.45228999999999997,0
IMG-0017-0123,353,369,365,380,0.20546099999999998,0
IMG-0017-0124,354,370,364,380,0.217028,0
IMG-0017-0132,212,370,231,390,0.613453,0
IMG-0017-0178,181,322,195,337,0.206504,0
IMG-0017-0179,179,321,195,334,0.242636,0
IMG-0017-0180,179,321,195,336,0.44528999999999996,0
IMG-0017-0181,178,321,195,338,0.909794,0
IMG-0017-0182,178,320,196,339,0.928572,0
IMG-0017-0183,178,321,197,339,0.983826,0
IMG-0017-0184,178,321,196,339,0.9799329999999999,0
IMG-0017-0185,178,322,197,339,0.985023,0
IMG-0017-0186,179,324,194,338,0.922256,0
IMG-0018-0049,58,255,75,271,0.161889,0
IMG-0019-0098,154,226,170,243,0.974831,0
IMG-0019-0099,151,224,171,244,0.961194,0
IMG-0019-0100,149,223,170,245,0.9760479999999999,0
IMG-0019-0101,149,221,169,245,0.994961,0
IMG-0019-0102,148,222,169,245,0.9962,0
IMG-0019-0103,145,222,167,245,0.9885079999999999,0
IMG-0020-0101,404,326,418,342,0.655013,0
IMG-0020-0103,394,325,415,343,0.10794,0
IMG-0020-0104,399,326,413,343,0.587795,0
IMG-0020-0105,400,327,412,342,0.760622,0
IMG-0020-0193,307,171,328,202,0.9803229999999999,0
IMG-0020-0194,306,173,328,201,0.991968,0
IMG-0020-0195,304,172,330,202,0.98036,0
IMG-0020-0196,302,172,333,199,0.954935,0
IMG-0020-0197,300,172,336,199,0.8192619999999999,0
IMG-0020-0198,298,172,336,198,0.292006,0
IMG-0020-0199,296,172,336,196,0.545374,0
IMG-0020-0200,294,171,339,198,0.9398299999999999,0
IMG-0020-0200,265,387,282,403,0.24845399999999998,0
IMG-0020-0201,265,385,283,403,0.949456,0
IMG-0020-0201,331,414,343,422,0.8599399999999999,0
IMG-0020-0202,331,414,342,423,0.8373189999999999,0
IMG-0020-0202,265,385,283,402,0.463962,0
IMG-0020-0203,331,413,342,425,0.821287,0
IMG-0020-0204,331,413,342,425,0.139153,0
IMG-0020-0211,381,301,391,314,0.345458,0
IMG-0021-0177,422,194,434,208,0.138995,0
IMG-0021-0200,102,178,111,188,0.778655,0
IMG-0022-0047,142,375,153,385,0.9664079999999999,0
IMG-0022-0048,142,375,153,385,0.986926,0
IMG-0022-0209,131,320,157,352,0.7643519999999999,0
IMG-0022-0210,130,318,158,352,0.9828659999999999,0
IMG-0022-0211,132,321,155,350,0.962194,0
IMG-0022-0212,131,320,154,348,0.81095,0
IMG-0022-0213,132,322,151,346,0.184529,0
IMG-0023-0080,393,272,416,300,0.263166,0
IMG-0023-0081,396,274,418,307,0.806925,0
IMG-0023-0082,394,274,419,305,0.9268799999999999,0
IMG-0023-0083,394,270,420,304,0.903689,0
IMG-0023-0083,118,344,135,362,0.136119,0
IMG-0023-0107,371,355,383,370,0.8985559999999999,0
IMG-0023-0108,370,356,383,371,0.975814,0
IMG-0024-0172,306,250,330,268,0.981667,0
IMG-0024-0173,305,249,332,270,0.984788,0
IMG-0024-0174,304,248,332,270,0.982217,0
IMG-0024-0175,304,246,333,269,0.979445,0
IMG-0024-0176,301,245,334,270,0.945039,0
IMG-0024-0177,297,243,333,267,0.928152,0
IMG-0024-0178,297,241,329,267,0.987436,0
IMG-0024-0179,297,241,329,266,0.987296,0
IMG-0024-0180,299,240,330,264,0.939492,0
IMG-0024-0181,302,239,331,262,0.345211,0
IMG-0025-0092,56,287,66,299,0.8558009999999999,0
IMG-0025-0093,56,287,66,300,0.9036489999999999,0
IMG-0025-0094,56,287,67,300,0.904111,0
IMG-0025-0095,56,288,66,301,0.84542,0
IMG-0026-0090,434,305,456,318,0.121267,0
IMG-0026-0091,433,304,455,319,0.46466599999999997,0
IMG-0026-0092,432,302,455,320,0.672524,0
IMG-0026-0093,431,299,455,322,0.9136099999999999,0
IMG-0026-0094,431,299,455,323,0.944638,0
IMG-0026-0095,431,298,455,323,0.778156,0
IMG-0026-0096,432,298,454,323,0.342564,0
IMG-0026-0097,432,298,454,323,0.7453949999999999,0
IMG-0026-0098,431,297,455,322,0.8350069999999999,0
IMG-0026-0099,432,296,454,321,0.7240679999999999,0
IMG-0026-0100,433,297,454,321,0.15800599999999998,0
IMG-0026-0127,468,250,485,266,0.651326,0
IMG-0026-0128,469,249,485,266,0.884782,0
IMG-0026-0129,468,248,485,267,0.887381,0
IMG-0026-0130,468,248,485,267,0.889575,0
IMG-0026-0131,469,247,485,267,0.694398,0
IMG-0026-0132,469,248,484,266,0.515014,0
IMG-0026-0133,470,249,483,265,0.215493,0
IMG-0026-0244,65,258,83,271,0.3066,0
IMG-0026-0245,65,259,81,271,0.9093399999999999,0
IMG-0026-0246,66,259,80,270,0.431895,0
IMG-0027-0187,161,210,176,224,0.8469869999999999,0
IMG-0027-0188,161,209,178,224,0.9931949999999999,0
IMG-0027-0189,162,208,178,224,0.9920859999999999,0
IMG-0027-0189,147,259,165,274,0.575085,0
IMG-0027-0190,161,208,178,223,0.99203,0
IMG-0027-0191,162,208,178,223,0.982366,0
IMG-0028-0214,281,296,292,308,0.131649,0
IMG-0028-0215,281,297,293,308,0.792881,0
IMG-0029-0070,151,324,164,336,0.8640819999999999,0
IMG-0029-0071,152,325,165,336,0.9680449999999999,0
IMG-0029-0074,165,351,176,361,0.9826809999999999,0
IMG-0030-0051,124,358,138,371,0.812109,0
IMG-0030-0052,124,358,139,372,0.878695,0
IMG-0030-0053,125,357,139,372,0.857169,0
IMG-0030-0053,447,191,457,204,0.130746,0
IMG-0030-0054,126,356,141,372,0.656682,0
IMG-0030-0054,447,192,458,204,0.211642,0
IMG-0030-0055,128,356,141,371,0.285207,0
IMG-0030-0056,130,356,141,370,0.108482,0
IMG-0031-0274,137,296,155,316,0.12180999999999999,0
IMG-0031-0279,127,308,145,326,0.810462,0
IMG-0031-0280,126,309,143,325,0.519909,0
IMG-0031-0281,389,305,401,312,0.136437,0
IMG-0032-0049,453,338,463,347,0.8743569999999999,0
IMG-0032-0050,450,338,462,348,0.9198459999999999,0
IMG-0032-0051,448,338,462,349,0.921395,0
IMG-0032-0052,445,336,463,349,0.948089,0
IMG-0032-0052,97,383,110,394,0.9058489999999999,0
IMG-0032-0053,444,336,463,349,0.9203509999999999,0
IMG-0032-0053,99,383,110,392,0.9100229999999999,0
IMG-0032-0054,446,338,461,349,0.868105,0
IMG-0032-0071,416,386,426,396,0.8861209999999999,0
IMG-0032-0072,416,386,427,397,0.951693,0
IMG-0033-0065,372,347,392,365,0.7516539999999999,0
IMG-0033-0066,368,346,391,366,0.9531,0
IMG-0033-0108,408,323,416,332,0.230069,0
IMG-0033-0109,387,237,398,247,0.875509,0
IMG-0033-0110,386,237,398,248,0.949873,0
